Title,Company,Company Link,Date Posted,Job Link,Insights,Description Snippet
Intern Digital Business Development - Porsche Services Singapore Pte. Ltd,Porsche Asia Pacific Pte Ltd,,2024-02-26,https://sg.linkedin.com/jobs/view/intern-digital-business-development-porsche-services-singapore-pte-ltd-at-porsche-asia-pacific-pte-ltd-3839947102?position=2&pageNum=2&refId=6h5%2B3wf7IaavzVOXHBAEuw%3D%3D&trackingId=fRFbk%2FX%2BhKxwT8GuIsnjOw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Tasks:


Assist in the ramp-up of a digital product team, contributing to the development, operation, and deployment of solutions to several markets
Support in defining the team's strategic direction and ensuring alignment with stakeholders
Manage small independent sub-project responsibilities, demonstrating initiative and leadership potential
Perform data analysis and prepare PowerPoint presentations for stakeholder management and project updates
Assist in developing processes and procedure"
Marketing Intern,Maybank Investment Banking Group,,2024-02-23,https://sg.linkedin.com/jobs/view/marketing-intern-at-maybank-investment-banking-group-3836883541?position=3&pageNum=2&refId=6h5%2B3wf7IaavzVOXHBAEuw%3D%3D&trackingId=rigrO2RXiIZYd9c6f0%2Fo%2Fw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Maybank Securities

Maybank Securities (MSSG) is a leading brokerage and investment bank across ASEAN, Maybank Securities provides services in corporate finance & advisory, debt markets, equity capital markets, derivatives, retail and institutional securities broking & research and Prime Brokerage.




This position reports directly to Head of Marketing.




Job Description:

As a marketing intern with Maybank Securities, you will have a unique opportunity to delve into the dynamic world o"
Social & Community Intern - New York,"Love, Bonito",,2024-02-09,https://sg.linkedin.com/jobs/view/social-community-intern-new-york-at-love-bonito-3846535018?position=4&pageNum=2&refId=6h5%2B3wf7IaavzVOXHBAEuw%3D%3D&trackingId=KIMWGyH6eTMoLIBnZmqoMQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Us

Love, Bonito is a digital-first company on a mission to empower the everyday woman and inspire self-confidence. We are the leading direct-to-consumer womenswear brand, headquartered in Asia, with a presence across [19] countries, including our big bet market, the United States.

Founded in 2010, we are proudly female-founded with more than 70% female representation across our organization, leadership, and STEM roles (#girlpower!). We raised a US$50M Series C round in 2021 and know that"
Product Management Intern,Univers,,2024-02-14,https://sg.linkedin.com/jobs/view/product-management-intern-at-univers-3830532593?position=5&pageNum=2&refId=6h5%2B3wf7IaavzVOXHBAEuw%3D%3D&trackingId=3%2FSw0hY0vQKzE%2FDpI7HANA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Univers provides the world’s most comprehensive decarbonization system. 

We help companies and countries optimize energy systems and reduce carbon emissions with accurate, reliable, and actionable decarbonization data. Our EnOS (Energy and Environment Operating System) platform connects on-the-ground operational technology and in-the-cloud intelligence to deliver real-time energy data and data-driven carbon monitoring, reporting, and abatement.

With 220 million sensors and smart devices connec"
"Internship, Centre for Impact Investing and Practices",Temasek Trust,,2024-03-01,https://sg.linkedin.com/jobs/view/internship-centre-for-impact-investing-and-practices-at-temasek-trust-3841370726?position=7&pageNum=2&refId=6h5%2B3wf7IaavzVOXHBAEuw%3D%3D&trackingId=U5PhQpM6ueK%2FGSGsTXIG5A%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Us:

Established by Temasek Holdings in 2007, Temasek Trust is a steward of philanthropic endowments and gifts from Temasek and other donors. It strives to deliver sustainable funding for the long-term well-being and security of our communities. Temasek Trust provides governance and financial oversight of endowments for Temasek Foundation, Stewardship Asia Centre, Temasek Life Sciences Laboratory and Mandai Nature. The work at Temasek Trust supports a common purpose of doing good, upliftin"
Capital Markets Intern,ADDX,,2023-03-20,https://sg.linkedin.com/jobs/view/capital-markets-intern-at-addx-3562829289?position=8&pageNum=2&refId=6h5%2B3wf7IaavzVOXHBAEuw%3D%3D&trackingId=tX8VeotP8NYRhK4UJqnzVQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Who are we?




We are ADDX, the entry point into private markets, and we aim to democratize private market investments. As a team, we strive to build a future where everybody can access financial ecosystems easily, fairly, and safely. Our team’s belief is real economies benefit when capital flows freely and efficiently, especially in the private market space.




Why join us?




We have built the world’s first fully regulated platform for digital securities, licensed by the Monetary Authority "
Community Intern,CHARLES & KEITH GROUP,,2024-02-13,https://sg.linkedin.com/jobs/view/community-intern-at-charles-keith-group-3802038113?position=9&pageNum=2&refId=6h5%2B3wf7IaavzVOXHBAEuw%3D%3D&trackingId=K%2B80xgup7w5V8876%2BKIpUA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About The Role




We are on the search for a gritty, detail-oriented, and creative individual who’s passionate about brand community to join us! This role is responsible for supporting the HQ community Team for all community building efforts. You will play an integral role to support the daily operations and maintenance of our pinnacle Community Program, contributing to the achievement of key business objectives through your daily responsibilities and your team-specific projects.




Job Respon"
Intern - Business Intern,Activate Interactive,,2023-11-08,https://sg.linkedin.com/jobs/view/intern-business-intern-at-activate-interactive-3760906642?position=10&pageNum=2&refId=6h5%2B3wf7IaavzVOXHBAEuw%3D%3D&trackingId=6wTL9oobLlcshrf6jQVLWQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Headquartered in Singapore, Actxa Pte Ltd is a deep tech company founded in 2015 that leverages artificial intelligence to create next generation preventive healthcare solutions.

We create evidence-based, personalised health insights in the domains of physical activities, sleep quality, body composition, stress and recovery, heart health and blood glucose evaluation and monitoring.

To improve population health, Actxa establishes worldwide partnerships and research collaborations to develop cri"
Communications Strategy Intern,the LEGO Group,,2024-02-15,https://sg.linkedin.com/jobs/view/communications-strategy-intern-at-the-lego-group-3830475273?refId=NU3vTDxGKHBAdD%2Bsyf7GlQ%3D%3D&trackingId=zF%2B2fY1MYHlSa9vRXkwcNw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Job Description

Are you detailed and meticulous who enjoys building your capabilities in a global organisation? We need employees, all eager to engage actively in building a successful department, valuing collaboration, quality and fun in the everyday life!

We are hiring for a Communications Strategy Intern from April 2024 with a minimum commitment of 4 months. Please indicate your available dates in your Cover Letter and submit your CV together with unofficial transcripts.


Core Responsibili"
Content Creator Intern,the LEGO Group,,2024-02-15,https://sg.linkedin.com/jobs/view/content-creator-intern-at-the-lego-group-3830473945?refId=NU3vTDxGKHBAdD%2Bsyf7GlQ%3D%3D&trackingId=x8gys8Fy94UzxekmXnMsUg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Job Description

Are you detailed and meticulous who enjoys building your capabilities in a global organisation? We need employees, all eager to engage actively in building a successful department, valuing collaboration, quality and fun in the everyday life!

We are hiring for a Content Creator Intern from July 2024 with a minimum commitment of 4 months. Please indicate your available dates in your Cover Letter and submit your CV together with unofficial transcripts.


Core Responsibilities




"
Product Marketing Intern,Parfums Christian Dior,,2024-02-21,https://sg.linkedin.com/jobs/view/product-marketing-intern-at-parfums-christian-dior-3835533725?refId=NU3vTDxGKHBAdD%2Bsyf7GlQ%3D%3D&trackingId=oW6KyFjFKi0Z85qphpSGdg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"THE CONTEXT _________

Since 1947, the men and women of Parfums Christian Dior have embodied the founding ""couturier-perfumer's"" unique spirit of excellence, creativity and expertise, both in France and throughout the world. Our House is an open and highly-focused collective, a leader that thrives on the creativity of all its stakeholders. Our collective passion and our heritage, full of authenticity and dream, make us move forward and reinvent ourselves. By revolutionizing the codes of French s"
Data Scientist Intern,Univers,,2024-02-01,https://sg.linkedin.com/jobs/view/data-scientist-intern-at-univers-3819394280?refId=NU3vTDxGKHBAdD%2Bsyf7GlQ%3D%3D&trackingId=mUFsxLkpwkRqvsGM0ez9qA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Univers provides the world’s most comprehensive decarbonization system. 

We help companies and countries optimize energy systems and reduce carbon emissions with accurate, reliable, and actionable decarbonization data. Our EnOS (Energy and Environment Operating System) platform connects on-the-ground operational technology and in-the-cloud intelligence to deliver real-time energy data and data-driven carbon monitoring, reporting, and abatement.

With 220 million sensors and smart devices connec"
Summer Internship (Singapore),Brevan Howard,,2024-03-05,https://sg.linkedin.com/jobs/view/summer-internship-singapore-at-brevan-howard-3843008745?refId=NU3vTDxGKHBAdD%2Bsyf7GlQ%3D%3D&trackingId=D8kyPDX1pnE8lW%2FaapiWtw%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"The Firm:




Brevan Howard Asset Management is one of the leading absolute return/hedge fund managers, overseeing assets on behalf of institutional investors from around the world, including pension funds, endowments, insurance companies, government agencies, private banks and fund of funds.

Brevan Howard was founded in 2002 and launched its flagship global macro strategy in April 2003. The firm currently manages over $35bn and engages predominantly in discretionary directional and relative va"
Data Analyst Intern,foodpanda,,2024-02-26,https://sg.linkedin.com/jobs/view/data-analyst-intern-at-foodpanda-3537334509?refId=NU3vTDxGKHBAdD%2Bsyf7GlQ%3D%3D&trackingId=KolOkd4DoqX%2BO10kO2ImOQ%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"""To be the most loved everyday food and groceries destination!"" - that’s our mission at foodpanda (small ‘f’).

foodpanda is the largest food and grocery delivery platform in Asia, outside of China. Operating in more than 400 cities across 11 markets, we continue to expand and grow in our core food delivery business, as well as in new verticals like grocery deliveries, with a strong tech infrastructure at our core. From our restaurants-partners, cloud kitchens and cloud grocery stores — foodpand"
Intern Digital Business Management (Summer) - Porsche Services Singapore Pte Ltd,Porsche Asia Pacific Pte Ltd,,2024-02-07,https://sg.linkedin.com/jobs/view/intern-digital-business-management-summer-porsche-services-singapore-pte-ltd-at-porsche-asia-pacific-pte-ltd-3824643620?refId=NU3vTDxGKHBAdD%2Bsyf7GlQ%3D%3D&trackingId=i2GifbMXCGtpJkdSeZBSjg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Support the management in daily operations, including the preparation of management-level presentations
Contribute to the development of our digital solution portfolio
Create sales reporting and generate data-driven recommendations
Take over partial projects and complete them independently
Participate in the coordination and communication of brand and sales activities
Assist in planning and organization of activations and events
Close liaison with vendors, internal and external stakeholders


Re"
